user_id,age_range,state,city,salary_range,job_role,sector,company_size,orders_food_delivery,food_delivery_freq_week,food_delivery_platform,primary_device,plays_other_word_games,typical_play_time,newsletter_subscriber,job_role_raw,is_senior,is_dados
42f7c21bdc49baff,45+,RN,Belo Horizonte,R$6k-R$10k,diretor,outros,grande,True,2,iFood,Android,False,evening,True,Diretor,False,False
9c0ad6f8c3933d56,25-34,MS,Belo Horizonte,acima de R$10k,desenvolvedor,direito,média,True,2,Rappi,iOS,True,evening,True,desenvolvedor,False,False
e06cac5d61b8de89,,BA,,R$6k-R$10k,professor,varejo,média,True,5,Ambos,iOS,True,morning,True,Professor de Dados,,True
af60c16cc3044767,35-44,SE,Rio de Janeiro,,diretor,educação,grande,True,5,iFood,Android,False,afternoon,True,Diretor,False,False
8d917e5cc156e068,18-24,MT,Curitiba,R$4k-R$6k,diretor,tech,média,True,2,Ambos,iOS,False,morning,False,Diretor,False,False
414ea48c5b42f838,25-34,SE,Brasília,acima de R$10k,analista,educação,grande,True,2,Ambos,Android,False,night,True,Analista,False,False
fcb0e21a8459ab47,25-34,SC,,R$6k-R$10k,desenvolvedor,outros,grande,False,0,Nenhum,iOS,True,morning,False,Desenvolvedor,False,False
21fbea6cd2b69705,,AL,Porto Alegre,até R$2k,consultor,tech,grande,True,1,Rappi,iOS,True,evening,True,Consultor,False,False
48fcd328b0ae855c,45+,AL,,R$6k-R$10k,professor,educação,multinacional,True,1,Ambos,Android,True,afternoon,True,Professor,,False
13d543f7a76fce4a,45+,MG,,R$4k-R$6k,analista,finanças,MEI/micro,True,2,Rappi,Android,True,morning,True,Analista,False,False
84cc7c78f9d40773,45+,CE,,,analista,finanças,pequena,True,5,Rappi,iOS,True,afternoon,False,Analista,False,False
130087a0aec346c1,45+,SC,Rio de Janeiro,até R$2k,gerente,tech,MEI/micro,True,5,iFood,Android,True,morning,True,Gerente Sênior,True,False
113c8e95c898e939,25-34,MS,São Paulo,R$2k-R$4k,estudante,outros,média,True,5,Rappi,Android,False,evening,True,estudante,,
44259fa5bd71c1d6,18-24,SC,,,analista,tech,MEI/micro,True,3,iFood,Android,False,night,True,Analista,False,False
8f10f09713a718e3,35-44,BA,Brasília,R$2k-R$4k,diretor,tech,multinacional,True,3,Nenhum,iOS,True,night,True,Diretor Sênior,True,False
eff229397bf62fd0,,SE,,R$2k-R$4k,consultor,tech,pequena,True,2,Rappi,Android,True,morning,True,Consultor Sênior,True,False
7dc0d481d522c2f5,25-34,RJ,São Paulo,,professor,outros,grande,True,2,Nenhum,iOS,True,morning,False,professor,,False
45f2fb4b1b4a978b,35-44,GO,Brasília,,professor,saúde,grande,True,3,Ambos,iOS,False,night,True,professor,,False
2ec204059529f167,,AL,Curitiba,R$4k-R$6k,estudante,finanças,média,True,7,Ambos,Android,False,evening,True,Estudante,,
f5c9c08c187c9cbb,18-24,PR,,R$2k-R$4k,diretor,outros,MEI/micro,False,0,Nenhum,Android,False,afternoon,True,Diretor,False,False
5238d7c10493601d,25-34,MA,,,consultor,marketing,MEI/micro,False,0,Nenhum,Android,True,morning,True,consultor,False,False
e8a182640c3c141a,35-44,RS,Rio de Janeiro,R$2k-R$4k,coordenador,educação,média,True,1,iFood,Android,True,afternoon,True,coordenador,False,False
cbd3d523dfd6930c,,RS,,R$2k-R$4k,engenheiro,direito,pequena,False,0,Nenhum,iOS,False,morning,True,Engenheiro,False,False
3ecec70cfff798e4,35-44,PR,,R$6k-R$10k,analista,finanças,pequena,True,2,Ambos,Android,False,night,True,Analista,False,False
e4b454d2e5941532,25-34,RJ,São Paulo,R$4k-R$6k,engenheiro,varejo,pequena,True,5,Rappi,Android,False,afternoon,True,Engenheiro,False,False
b5de8ec42d40acd2,,PE,,até R$2k,coordenador,finanças,pequena,False,0,Nenhum,Android,True,evening,False,coordenador,False,False
e7653738fd791be5,35-44,MG,Rio de Janeiro,,analista,educação,pequena,True,1,iFood,Android,True,afternoon,True,Analista,False,False
5ba49ab0df2656f2,,DF,,R$4k-R$6k,consultor,finanças,multinacional,True,3,iFood,Android,False,morning,True,Consultor,False,False
415b52900ca6e4ae,35-44,RJ,Brasília,R$4k-R$6k,designer,educação,grande,True,3,iFood,iOS,False,afternoon,True,designer,False,False
d7ba48f2981a8470,25-34,MT,,R$2k-R$4k,estudante,marketing,grande,True,1,Nenhum,Android,False,afternoon,True,estudante,,
a9c09a6817a106f6,25-34,MG,Curitiba,R$4k-R$6k,diretor,saúde,pequena,True,1,Rappi,iOS,True,night,False,Diretor,False,False
8af2ff76bfb188c0,18-24,MS,,,professor,tech,MEI/micro,True,2,Ambos,Android,False,evening,True,Professor,,False
8fe5bdabeefdc946,25-34,BA,,R$6k-R$10k,designer,educação,multinacional,True,2,iFood,iOS,False,evening,True,designer,False,False
0b3aaead59d5f40c,25-34,BA,São Paulo,R$2k-R$4k,desenvolvedor,educação,média,True,3,Nenhum,iOS,True,night,False,Desenvolvedor,False,False
9125bece92e401f8,25-34,SP,Porto Alegre,R$2k-R$4k,designer,varejo,média,True,2,Ambos,Android,False,morning,True,Designer,False,False
66cca32a5f9149cc,25-34,DF,,R$4k-R$6k,gerente,marketing,pequena,True,1,Rappi,Android,False,afternoon,True,Gerente,False,False
5991a062268b54c1,35-44,CE,,R$4k-R$6k,analista,saúde,MEI/micro,True,7,Nenhum,iOS,True,morning,False,Analista,False,False
ea6c2712f97d4fba,35-44,MA,Brasília,,professor,varejo,grande,True,1,Ambos,Android,False,afternoon,False,Professor,,False
992aa53fd0d25483,35-44,PB,Belo Horizonte,acima de R$10k,designer,finanças,grande,True,2,Ambos,iOS,True,night,True,Designer,False,False
48d4997f8b46856f,25-34,AL,,,estudante,varejo,MEI/micro,True,5,Rappi,Android,True,evening,True,Estudante Sênior,,
9cd004cc9433cfeb,25-34,ES,,R$4k-R$6k,desenvolvedor,saúde,grande,True,1,iFood,Android,True,evening,True,Desenvolvedor,False,False
1d285c4c63837332,45+,SP,,R$4k-R$6k,diretor,varejo,média,True,1,Nenhum,iOS,False,morning,False,diretor,False,False
8efc4531f9bdb328,,PR,Porto Alegre,R$2k-R$4k,estudante,varejo,MEI/micro,True,5,Rappi,Android,True,evening,True,estudante,,
157311448e8cf7bf,35-44,PB,Rio de Janeiro,até R$2k,consultor,educação,grande,True,2,Ambos,Android,True,night,True,Consultor,False,False
d16b073b87867243,35-44,MA,Porto Alegre,R$6k-R$10k,consultor,direito,média,True,1,Rappi,iOS,False,night,False,consultor,False,False
1e880055374bf30a,18-24,SE,Rio de Janeiro,,coordenador,finanças,MEI/micro,False,0,Nenhum,iOS,True,morning,True,Coordenador de Dados,False,True
1ccf108f4fec9765,35-44,AM,,até R$2k,engenheiro,direito,pequena,True,2,Rappi,Android,False,morning,False,Engenheiro,False,False
6e0461e321b61c8a,25-34,PB,Curitiba,R$6k-R$10k,coordenador,tech,pequena,True,3,Rappi,iOS,False,morning,True,Coordenador de Dados,False,True
35e010dcd1d0e0e6,45+,SC,Rio de Janeiro,R$2k-R$4k,estudante,tech,grande,True,3,Ambos,iOS,True,afternoon,True,estudante,,
08e829d75c7e4d3f,25-34,BA,Porto Alegre,,analista,saúde,grande,True,5,iFood,iOS,True,evening,False,Analista,False,False
1f1e96471d14fa8b,35-44,SC,,R$4k-R$6k,estudante,varejo,multinacional,True,5,iFood,Android,False,morning,False,estudante,,
07e86e22919067ac,35-44,SC,Rio de Janeiro,,gerente,finanças,pequena,True,7,Ambos,iOS,False,afternoon,False,gerente,False,False
785fa1f567a7a706,,AM,Porto Alegre,,estudante,saúde,multinacional,True,5,Ambos,Android,True,night,True,Estudante,,
e86cb9ca514894e0,18-24,PB,Curitiba,R$6k-R$10k,professor,finanças,multinacional,True,1,iFood,iOS,False,night,True,Professor,,False
18c214c8caa94e7d,25-34,BA,Rio de Janeiro,até R$2k,coordenador,finanças,grande,True,1,Nenhum,iOS,True,morning,True,Coordenador Sênior,True,False
9acf26d2c605d27e,35-44,RN,,R$2k-R$4k,engenheiro,varejo,grande,True,1,Rappi,iOS,False,evening,True,Engenheiro Sênior,True,False
53b7a4405edc3814,35-44,SP,Curitiba,,desenvolvedor,finanças,MEI/micro,False,0,Nenhum,Android,True,afternoon,True,Desenvolvedor de Dados,False,True
38ae4c7489575e0c,25-34,RN,Belo Horizonte,R$4k-R$6k,consultor,outros,grande,True,3,Nenhum,iOS,True,morning,True,Consultor,False,False
1f19de0739bc0c99,18-24,PB,Brasília,R$6k-R$10k,engenheiro,tech,média,True,3,Nenhum,iOS,True,morning,True,engenheiro,False,False
167082441cf7d66b,25-34,SP,,,desenvolvedor,outros,multinacional,True,1,Rappi,Android,False,evening,True,Desenvolvedor,False,False
b277c7885e7e66d5,35-44,AM,Brasília,R$2k-R$4k,desenvolvedor,marketing,MEI/micro,True,3,iFood,iOS,False,evening,True,desenvolvedor,False,False
665df5f101bb8958,25-34,PR,Rio de Janeiro,R$2k-R$4k,analista,tech,grande,True,1,Rappi,iOS,True,night,True,Analista,False,False
a1f50e43c7df049d,18-24,RS,Belo Horizonte,,coordenador,varejo,grande,True,5,Ambos,iOS,False,morning,True,coordenador,False,False
80da9a32adc963f9,,RN,Belo Horizonte,,gerente,educação,MEI/micro,True,2,Rappi,Android,False,evening,True,Gerente de Dados,False,True
c5a30823fc23b259,35-44,GO,Brasília,R$4k-R$6k,designer,marketing,multinacional,True,5,Ambos,iOS,True,afternoon,False,Designer,False,False
83ee9a4655fadf63,,RJ,,R$6k-R$10k,coordenador,tech,grande,True,3,Ambos,iOS,False,night,False,Coordenador,False,False
ce514e067fcc0e54,18-24,RS,Curitiba,,analista,finanças,grande,True,2,Nenhum,Android,False,afternoon,True,analista,False,False
cbbb861869a88055,25-34,DF,Brasília,,desenvolvedor,finanças,multinacional,True,2,Nenhum,iOS,True,afternoon,True,Desenvolvedor,False,False
0103bc86e518a6e6,,PE,Curitiba,R$6k-R$10k,consultor,outros,MEI/micro,False,0,Nenhum,iOS,True,morning,True,Consultor,False,False
e319b874c80a290d,35-44,AM,Rio de Janeiro,,engenheiro,finanças,multinacional,True,2,Ambos,iOS,True,night,True,Engenheiro de Dados,False,True
62d8d5404726c646,35-44,AM,,até R$2k,diretor,tech,multinacional,True,2,iFood,iOS,False,night,True,diretor,False,False
73463deb8e5b59a4,45+,MT,São Paulo,R$6k-R$10k,consultor,marketing,MEI/micro,False,0,Nenhum,iOS,True,morning,True,Consultor,False,False
cb29d8bd76a7584e,45+,MT,Brasília,acima de R$10k,diretor,direito,MEI/micro,True,2,iFood,Android,True,evening,False,Diretor Sênior,True,False
d5c9fcbc9db25263,25-34,AM,,R$6k-R$10k,desenvolvedor,tech,multinacional,False,0,Nenhum,Android,True,evening,True,desenvolvedor,False,False
2d8d6715980ff010,45+,DF,Curitiba,acima de R$10k,analista,tech,multinacional,True,2,Nenhum,Android,True,morning,True,analista,False,False
3635e9e0f0bd4252,35-44,SP,Brasília,,professor,varejo,média,True,7,Rappi,iOS,True,night,True,Professor Sênior,,False
a54aaf84063ccf2f,35-44,RS,Belo Horizonte,R$6k-R$10k,estudante,outros,pequena,True,7,iFood,iOS,True,evening,True,Estudante Sênior,,
c1114994228c7e00,25-34,GO,Curitiba,até R$2k,coordenador,outros,multinacional,True,3,Rappi,Android,False,evening,True,Coordenador,False,False
c486aa4135ffa503,35-44,AM,Porto Alegre,R$2k-R$4k,diretor,tech,multinacional,True,3,Nenhum,Android,True,evening,True,Diretor,False,False
68293897b7240e45,45+,PE,,,desenvolvedor,finanças,multinacional,True,7,Ambos,Android,False,afternoon,True,desenvolvedor,False,False
a7123236ca38c0bf,35-44,DF,Porto Alegre,,gerente,tech,pequena,True,2,Ambos,iOS,False,morning,True,Gerente,False,False
8553a315b6afbbcb,25-34,GO,,R$4k-R$6k,diretor,educação,multinacional,False,0,Nenhum,Android,True,night,True,diretor,False,False
69723afab115c652,25-34,SP,,R$6k-R$10k,desenvolvedor,saúde,pequena,True,1,Rappi,Android,False,morning,True,Desenvolvedor,False,False
d86b5fbd5947863d,25-34,CE,,R$2k-R$4k,professor,finanças,MEI/micro,True,5,iFood,Android,False,afternoon,True,Professor,,False
4af143c7418facad,25-34,RS,Curitiba,,diretor,direito,média,True,3,Ambos,Android,False,morning,True,Diretor,False,False
a4d216b2b02d46ec,35-44,ES,,acima de R$10k,engenheiro,finanças,MEI/micro,True,1,Ambos,iOS,True,morning,True,engenheiro,False,False
53de99ff9555fc2d,25-34,MS,,R$2k-R$4k,engenheiro,finanças,MEI/micro,False,0,Nenhum,iOS,False,evening,True,Engenheiro Sênior,True,False
776aa8ffd9cc35fb,25-34,AM,,acima de R$10k,gerente,educação,grande,True,2,Rappi,iOS,False,morning,True,Gerente,False,False
2b891e7807f40826,25-34,RS,São Paulo,R$6k-R$10k,professor,tech,grande,True,1,Nenhum,Android,False,morning,True,Professor,,False
f64139f3e8cb8262,35-44,GO,,R$4k-R$6k,gerente,educação,MEI/micro,True,2,Rappi,iOS,True,afternoon,True,Gerente Sênior,True,False
41f20f0cdd5a5843,18-24,SE,Rio de Janeiro,R$6k-R$10k,coordenador,marketing,multinacional,True,3,Rappi,Android,False,evening,True,Coordenador,False,False
293f1d606ef564c0,25-34,PB,,R$2k-R$4k,gerente,tech,multinacional,True,7,Ambos,Android,True,morning,True,gerente,False,False
b9147f5f153ca985,25-34,MA,,,consultor,saúde,multinacional,True,5,Nenhum,Android,False,night,True,Consultor,False,False
15ea127e08e4f1bf,35-44,SC,São Paulo,R$4k-R$6k,professor,outros,média,False,0,Nenhum,Android,False,evening,True,Professor,,False
13c8f27c8882789f,45+,PB,Belo Horizonte,até R$2k,professor,outros,pequena,False,0,Nenhum,iOS,False,morning,True,Professor de Dados,,True
15b849f8d113684d,45+,CE,São Paulo,até R$2k,desenvolvedor,tech,média,True,3,Rappi,Android,True,morning,True,Desenvolvedor,False,False
757054edc653c744,25-34,AL,,até R$2k,professor,marketing,multinacional,True,1,Ambos,iOS,True,morning,True,Professor,,False
d66aef24113ca92b,25-34,MT,,R$4k-R$6k,consultor,outros,multinacional,True,2,Nenhum,Android,False,night,True,Consultor,False,False
2dafa09c714b2f61,25-34,SC,Porto Alegre,,consultor,tech,grande,False,0,Nenhum,Android,True,night,True,Consultor,False,False
aecdeceeb05d40a7,35-44,PE,Porto Alegre,R$4k-R$6k,engenheiro,marketing,grande,True,2,iFood,Android,False,morning,True,Engenheiro,False,False
16d801b143b0b571,,MS,,,diretor,tech,MEI/micro,False,0,Nenhum,iOS,False,evening,True,diretor,False,False
608e407a9eeeac85,18-24,PR,São Paulo,R$6k-R$10k,engenheiro,educação,MEI/micro,True,1,Ambos,iOS,False,evening,True,Engenheiro,False,False
c3dc8c94d1cc9888,35-44,AM,Porto Alegre,R$2k-R$4k,diretor,tech,pequena,False,0,Nenhum,iOS,False,evening,True,diretor,False,False
b07f4bb2f25a5f62,18-24,AL,Belo Horizonte,acima de R$10k,diretor,finanças,MEI/micro,True,7,Ambos,Android,False,evening,True,Diretor,False,False
12d21c4141892bb0,25-34,GO,Curitiba,,gerente,outros,grande,True,1,Nenhum,iOS,False,evening,False,Gerente,False,False
a5f775b7f751f46a,25-34,SP,Brasília,,estudante,marketing,MEI/micro,True,1,Nenhum,iOS,False,morning,True,estudante,,
7d59db4cd18d523b,25-34,SP,Belo Horizonte,,analista,marketing,grande,True,1,iFood,iOS,False,night,False,Analista,False,False
2ab400247f41186a,25-34,SP,Porto Alegre,R$4k-R$6k,diretor,tech,grande,True,3,Ambos,iOS,True,night,True,Diretor Sênior,True,False
d8da19caeff005dc,25-34,PB,Belo Horizonte,R$6k-R$10k,engenheiro,tech,multinacional,True,2,Rappi,iOS,True,morning,True,engenheiro,False,False
ab9f519b14f7fc72,35-44,MA,Belo Horizonte,R$4k-R$6k,analista,outros,pequena,True,5,Nenhum,iOS,False,morning,True,Analista Sênior,True,False
a117fa6523be44c3,45+,SP,,até R$2k,gerente,educação,grande,True,1,Ambos,Android,True,morning,True,Gerente,False,False
495df60119c5619c,35-44,MA,Rio de Janeiro,R$6k-R$10k,diretor,tech,média,True,3,Nenhum,Android,False,morning,True,diretor,False,False
3a060b3757cbebdd,,BA,Brasília,,gerente,tech,média,False,0,Nenhum,Android,True,evening,True,gerente,False,False
8ec0de1f22914e44,25-34,BA,,até R$2k,professor,finanças,média,False,0,Nenhum,iOS,False,morning,True,Professor,,False
e8aa2e3220f22769,35-44,SP,Rio de Janeiro,R$4k-R$6k,designer,tech,grande,True,7,Nenhum,iOS,True,evening,True,Designer,False,False
ae46e981a3902a34,35-44,PB,Rio de Janeiro,até R$2k,estudante,educação,multinacional,True,2,Nenhum,Android,False,evening,True,estudante,,
b49ef58c291fa472,,PR,Belo Horizonte,R$6k-R$10k,professor,finanças,média,False,0,Nenhum,iOS,False,afternoon,True,Professor,,False
69157ed7cc013cd5,25-34,ES,,acima de R$10k,designer,tech,pequena,True,3,Nenhum,iOS,False,evening,True,Designer,False,False
962ec75d1e6f2481,,AM,São Paulo,,estudante,tech,multinacional,True,7,Nenhum,iOS,True,morning,False,estudante,,
63e671dfa1c4d02a,45+,SP,,até R$2k,coordenador,finanças,pequena,True,7,iFood,Android,False,morning,True,Coordenador,False,False
304889486c361726,35-44,PE,,até R$2k,diretor,finanças,grande,False,0,Nenhum,iOS,False,evening,True,Diretor,False,False
cefa0bb1c8c132ad,18-24,RJ,Belo Horizonte,R$4k-R$6k,engenheiro,marketing,pequena,True,1,Ambos,iOS,True,evening,True,Engenheiro,False,False
55ca3ec3226f471e,35-44,GO,,até R$2k,coordenador,tech,média,True,3,iFood,iOS,False,afternoon,True,Coordenador,False,False
9bbdcc23e0302ebd,35-44,RS,,,engenheiro,tech,MEI/micro,True,7,iFood,Android,False,night,True,engenheiro,False,False
7d36845f650db625,25-34,PB,,até R$2k,analista,outros,multinacional,True,3,Rappi,Android,False,evening,False,analista,False,False
edbdde13c90d0574,35-44,SC,,R$6k-R$10k,consultor,direito,grande,True,3,Ambos,iOS,True,afternoon,True,Consultor,False,False
bb91b9b360d3a126,25-34,MG,Brasília,até R$2k,desenvolvedor,tech,pequena,True,5,Nenhum,Android,True,morning,True,Desenvolvedor,False,False
2fb065b62f88bbf5,35-44,AM,,R$2k-R$4k,gerente,direito,MEI/micro,True,2,Nenhum,iOS,False,afternoon,True,gerente,False,False
97eafa9097c5a73b,45+,SP,Curitiba,R$2k-R$4k,engenheiro,educação,multinacional,True,7,Ambos,Android,False,afternoon,True,engenheiro,False,False
15081a9816ca3655,25-34,RS,Rio de Janeiro,R$6k-R$10k,desenvolvedor,varejo,pequena,True,2,Rappi,iOS,True,evening,True,Desenvolvedor Sênior,True,False
ae847e53331e508b,,BA,,R$4k-R$6k,coordenador,educação,multinacional,False,0,Nenhum,Android,True,night,True,coordenador,False,False
11da599fd9a26671,35-44,PB,Brasília,acima de R$10k,estudante,direito,MEI/micro,False,0,Nenhum,iOS,True,evening,True,Estudante,,
9147cd6410566a8a,45+,ES,Porto Alegre,R$4k-R$6k,diretor,outros,grande,True,3,Nenhum,Android,False,evening,True,diretor,False,False
2c41aac03a04e595,35-44,AM,Rio de Janeiro,R$6k-R$10k,designer,direito,grande,True,3,Rappi,Android,True,afternoon,True,Designer,False,False
a7b2d96867c1eb5f,,MG,,R$2k-R$4k,diretor,finanças,grande,True,5,Rappi,Android,False,morning,True,Diretor de Dados,False,True
e1f2ca7a152086cb,45+,SE,,,diretor,tech,MEI/micro,True,2,iFood,iOS,False,afternoon,True,diretor,False,False
89ce209dfca55e26,45+,MA,,até R$2k,gerente,educação,multinacional,True,2,Nenhum,iOS,False,morning,True,Gerente,False,False
d2a3b700fd07f3ab,35-44,MT,Rio de Janeiro,R$4k-R$6k,gerente,educação,MEI/micro,True,2,iFood,Android,True,morning,True,Gerente Sênior,True,False
8e3c40c449ec66df,25-34,MA,,R$2k-R$4k,consultor,tech,média,True,5,Rappi,iOS,False,morning,True,Consultor,False,False
471922946e9f3b99,25-34,AL,,R$2k-R$4k,gerente,marketing,média,True,5,Ambos,iOS,True,afternoon,True,Gerente,False,False
9fe7a4ea6cc49c50,18-24,AL,Belo Horizonte,R$4k-R$6k,diretor,outros,grande,True,3,Nenhum,iOS,True,morning,True,Diretor,False,False
257c68f4ad6f0348,18-24,RJ,,R$2k-R$4k,consultor,saúde,média,False,0,Nenhum,iOS,False,morning,True,Consultor,False,False
059a64a29a4f3aaf,35-44,MS,,R$6k-R$10k,diretor,educação,média,True,7,Nenhum,iOS,False,morning,True,diretor,False,False
1f3cf9e14668527e,35-44,GO,,R$6k-R$10k,coordenador,finanças,média,True,2,Nenhum,iOS,False,evening,True,Coordenador,False,False
b2c0e31a9a41f5d3,35-44,PR,Rio de Janeiro,até R$2k,coordenador,tech,MEI/micro,True,1,Nenhum,Android,True,evening,True,Coordenador de Dados,False,True
2ec2ab4f44d01abb,35-44,MS,Belo Horizonte,,engenheiro,saúde,multinacional,True,2,iFood,iOS,True,morning,True,Engenheiro,False,False
afaa86e83bb30f5a,45+,MT,,R$6k-R$10k,diretor,saúde,grande,True,5,Nenhum,iOS,True,evening,False,diretor,False,False
2dfebb6ff13abe84,25-34,SP,Brasília,R$2k-R$4k,diretor,tech,multinacional,True,3,iFood,Android,True,evening,True,diretor,False,False
83d702c07615225f,,MG,São Paulo,R$6k-R$10k,gerente,educação,pequena,True,2,iFood,Android,True,morning,True,Gerente,False,False
4b9edfc1e77bd93d,25-34,MS,,R$6k-R$10k,coordenador,varejo,MEI/micro,True,3,Rappi,Android,False,evening,True,Coordenador,False,False
cb05bb2f3634e514,25-34,DF,,,estudante,outros,pequena,True,7,Rappi,iOS,False,afternoon,False,estudante,,
c72216ad02cb1cb9,25-34,MT,Porto Alegre,,coordenador,educação,média,True,7,iFood,Android,False,afternoon,True,Coordenador,False,False
b4ffe7bd786987e6,25-34,BA,,R$6k-R$10k,professor,educação,pequena,True,1,iFood,Android,False,evening,True,Professor,,False
8d5f2e57066d360f,25-34,SE,Curitiba,R$2k-R$4k,professor,varejo,grande,True,1,Rappi,iOS,True,evening,True,Professor,,False
2c3376ebb9efefff,25-34,RN,Porto Alegre,R$2k-R$4k,engenheiro,marketing,MEI/micro,False,0,Nenhum,iOS,True,morning,False,Engenheiro de Dados,False,True
b3593cb164ece2ba,,SE,Brasília,R$6k-R$10k,gerente,saúde,MEI/micro,True,5,Nenhum,iOS,True,evening,True,Gerente,False,False
baa8f1c70609f369,25-34,DF,Brasília,,diretor,varejo,grande,True,7,Nenhum,iOS,True,evening,True,Diretor,False,False
c630957a319297ff,35-44,PE,,R$6k-R$10k,desenvolvedor,finanças,grande,True,7,iFood,iOS,True,evening,True,Desenvolvedor,False,False
091d3667dcd96332,35-44,MS,Brasília,,engenheiro,tech,pequena,True,5,Rappi,Android,False,evening,False,Engenheiro de Dados,False,True
467b89d037bd9a42,25-34,MA,Belo Horizonte,R$4k-R$6k,gerente,outros,MEI/micro,True,5,Ambos,iOS,False,evening,True,Gerente Sênior,True,False
d7f63dda905adaec,35-44,PE,,R$4k-R$6k,analista,tech,grande,True,7,Rappi,iOS,True,evening,True,Analista,False,False
4e8e91232e0081dc,25-34,BA,Curitiba,,consultor,varejo,pequena,True,2,Nenhum,Android,False,evening,True,consultor,False,False
fae5a61ca0c79231,35-44,AM,Rio de Janeiro,acima de R$10k,analista,varejo,multinacional,True,3,Rappi,iOS,False,afternoon,True,Analista,False,False
750de4b24a944829,45+,SP,,R$4k-R$6k,designer,varejo,multinacional,True,1,Nenhum,iOS,True,evening,True,designer,False,False
8d55143f721aa789,25-34,AL,,até R$2k,consultor,finanças,grande,True,2,Rappi,iOS,False,evening,True,Consultor,False,False
ac0c2f5b24930162,35-44,RN,Porto Alegre,R$4k-R$6k,gerente,finanças,média,True,2,Nenhum,Android,True,afternoon,True,gerente,False,False
a962502b103ec5f8,35-44,SC,Brasília,até R$2k,desenvolvedor,finanças,MEI/micro,True,2,Ambos,iOS,False,evening,True,Desenvolvedor,False,False
e9009f71cfa72631,35-44,RN,Belo Horizonte,,consultor,finanças,MEI/micro,True,7,iFood,Android,True,morning,True,consultor,False,False
b51295c38f18098d,25-34,SE,Belo Horizonte,R$6k-R$10k,gerente,educação,multinacional,True,3,Ambos,Android,True,afternoon,True,Gerente,False,False
cdfafdc1dadca716,25-34,BA,Porto Alegre,,desenvolvedor,tech,MEI/micro,True,2,Ambos,iOS,False,afternoon,True,Desenvolvedor,False,False
fbc5a628d380fefb,25-34,ES,,R$4k-R$6k,diretor,outros,grande,True,2,iFood,iOS,False,evening,True,diretor,False,False
ac7e3c13ec5e74f8,35-44,MT,,R$2k-R$4k,gerente,tech,grande,True,2,iFood,iOS,False,evening,True,gerente,False,False
e97d41766485236b,18-24,RJ,Porto Alegre,até R$2k,consultor,finanças,multinacional,True,2,Ambos,iOS,False,morning,True,Consultor,False,False
71d4421f5c159be1,18-24,MS,,R$6k-R$10k,diretor,tech,multinacional,True,5,Ambos,Android,True,evening,False,Diretor,False,False
15167094011cfcab,35-44,ES,Belo Horizonte,,engenheiro,finanças,média,True,1,Rappi,Android,True,night,True,Engenheiro de Dados,False,True
2b1aa5514d25cf8c,25-34,AM,Belo Horizonte,até R$2k,designer,finanças,MEI/micro,False,0,Nenhum,Android,True,morning,True,Designer,False,False
441c2b988377df5d,45+,MT,,R$4k-R$6k,estudante,marketing,grande,False,0,Nenhum,iOS,True,morning,True,Estudante Sênior,,
8f1f9bed52ffbaab,,ES,,,desenvolvedor,tech,MEI/micro,True,1,Rappi,Android,False,morning,True,Desenvolvedor,False,False
3a2d294bec25d544,25-34,GO,Porto Alegre,,gerente,tech,média,True,2,iFood,Android,True,evening,True,gerente,False,False
40dc9320a15e1a0b,25-34,RN,,R$4k-R$6k,desenvolvedor,saúde,média,True,1,Nenhum,iOS,False,afternoon,True,Desenvolvedor,False,False
4e5d4dd8a1ecc313,25-34,AL,Porto Alegre,R$2k-R$4k,gerente,tech,grande,True,1,Nenhum,Android,False,night,True,Gerente,False,False
e9bef9ab2bd17923,25-34,MA,,R$6k-R$10k,engenheiro,saúde,multinacional,True,2,Rappi,iOS,False,night,True,Engenheiro Sênior,True,False
5448ada49344ee59,,RS,,até R$2k,coordenador,direito,MEI/micro,True,2,Ambos,Android,True,morning,True,coordenador,False,False
b34af47e53943312,25-34,MA,,R$2k-R$4k,professor,finanças,grande,False,0,Nenhum,iOS,True,morning,True,Professor,,False
b8cbfef06810d324,18-24,PR,São Paulo,acima de R$10k,professor,outros,MEI/micro,True,5,Ambos,Android,True,afternoon,False,Professor,,False
f8c3df2555e113f1,25-34,RS,Curitiba,R$6k-R$10k,desenvolvedor,outros,MEI/micro,True,2,Ambos,Android,True,night,False,Desenvolvedor,False,False
18e4dafae5b96a5c,45+,RS,Rio de Janeiro,acima de R$10k,gerente,marketing,pequena,True,3,Ambos,iOS,False,evening,True,Gerente,False,False
28de25b341b1f30f,25-34,MG,Brasília,,gerente,outros,grande,True,2,Rappi,Android,False,afternoon,True,gerente,False,False
f9486dabacfd48d9,,RS,São Paulo,,gerente,outros,multinacional,True,5,Ambos,iOS,False,night,True,Gerente,False,False
a85e964994e352d7,35-44,PR,Curitiba,,coordenador,outros,multinacional,True,3,Rappi,Android,False,evening,True,Coordenador Sênior,True,False
070044d44271a8f6,45+,AL,Brasília,,diretor,outros,grande,True,2,Rappi,iOS,False,morning,True,Diretor,False,False
7bcc1dd8569405a0,35-44,SP,Rio de Janeiro,R$6k-R$10k,engenheiro,tech,média,True,2,Ambos,iOS,True,afternoon,True,Engenheiro,False,False
c5810c3ffdc76ab7,35-44,RN,Porto Alegre,,estudante,outros,MEI/micro,True,3,Ambos,Android,False,evening,True,Estudante,,
